customer_id,age_range,marital_status,family_size,no_of_children,income_bracket,gender,mean_discount_used_by_cust,unique_items_bought_by_cust,mean_selling_price_paid_by_cust,mean_quantity_bought_by_cust,total_discount_used_by_cust,total_coupons_used_by_cust,total_price_paid_by_cust,total_quantity_bought_by_cust
1197,46-55,Married,2,0,11,M,-0.07,358,105.44,1.03,-35.62,1,54724.31,532
1198,18-25,Single,1,0,4,F,-0.89,494,105.36,1.11,-669.63,27,79443.14,835
1199,56-70,Single,1,0,9,M,-0.4,850,99.98,1.01,-549.62,8,136968.68,1380
1200,36-45,Single,1,0,3,M,0.0,452,101.08,1.04,0.0,0,65092.54,671
1201,18-25,Single,1,0,1,F,0.0,667,101.6,1.0,0.0,0,89406.31,880
1202,36-45,Single,3,1,6,F,-0.99,338,85.21,1.03,-540.82,24,46526.21,565
1203,36-45,Single,1,0,3,F,-0.02,522,87.55,1.0,-15.27,1,86232.99,985
1204,46-55,Married,5,3,4,M,-0.08,457,107.0,1.0,-48.09,2,64305.65,601
1205,46-55,Single,1,0,5,F,-0.05,284,103.21,1.0,-23.15,2,46959.6,455
1206,46-55,Married,2,0,5,F,-0.01,262,134.7,1.16,-3.92,1,47413.9,410
1207,70+,Married,2,0,6,F,-0.23,350,91.96,1.06,-106.5,1,41748.47,479
1208,56-70,Married,2,0,9,F,-3.84,493,121.62,1.13,-5535.66,203,175137.19,1626
1209,36-45,Married,2,0,10,M,-0.39,587,83.51,1.05,-415.56,8,88689.14,1111
1210,46-55,Married,2,0,5,M,-0.35,848,84.91,1.0,-614.44,23,148174.55,1751
1211,36-45,Married,2,0,5,F,0.0,353,99.39,1.07,0.0,0,52078.36,563
1212,70+,Married,2,0,5,M,-0.16,446,77.67,1.0,-124.67,5,61436.2,791
1213,46-55,Single,1,0,4,M,0.0,125,69.39,1.01,0.0,0,14641.56,213
1214,46-55,Married,2,0,10,M,0.0,300,128.87,1.02,0.0,0,44847.28,354
1215,46-55,Single,2,1,3,M,-0.08,738,102.72,1.02,-99.73,5,125519.31,1250
1216,26-35,Married,4,2,8,M,-0.69,752,121.92,1.08,-1034.73,38,183970.73,1624
1217,26-35,Single,1,0,6,F,0.0,331,112.45,1.01,0.0,0,68370.9,613
1218,18-25,Single,5,3,1,F,0.0,401,138.2,1.0,0.0,0,135159.68,980
1219,36-45,Single,1,0,5,M,-0.41,269,75.21,1.0,-156.72,7,28431.14,378
1220,46-55,Single,1,0,1,F,0.0,191,103.95,1.0,0.0,0,25363.51,244
1221,46-55,Single,1,0,6,F,-0.75,111,87.41,1.0,-89.05,3,10401.32,119
1222,46-55,Single,1,0,5,F,-0.03,397,91.23,1.0,-14.25,1,49809.5,546
1223,46-55,Married,3,1,5,F,0.0,169,106.81,1.01,0.0,0,31400.7,297
1224,26-35,Single,1,0,4,M,-0.45,717,101.41,1.03,-630.15,27,141774.87,1443
1225,46-55,Married,3,1,1,F,-0.26,301,110.52,1.0,-101.77,4,42883.22,388
1226,18-25,Single,1,0,1,M,-0.58,652,104.89,1.1,-612.37,23,110553.58,1160
1227,18-25,Single,2,1,3,M,-0.13,292,89.9,1.0,-47.73,1,33531.16,373
1228,70+,Married,2,0,3,F,-0.04,459,100.71,1.03,-26.71,3,61229.19,624
1229,46-55,Single,1,0,5,M,-0.92,411,108.34,1.0,-530.74,19,62297.3,576
1230,70+,Single,1,0,1,F,-0.46,416,78.75,1.0,-255.76,3,44102.31,560
1231,26-35,Married,3,1,5,F,-0.89,445,99.86,1.22,-567.41,19,63514.08,774
1232,26-35,Married,2,0,5,M,-0.13,766,87.31,1.0,-144.26,5,100314.44,1151
1233,18-25,Married,3,1,5,F,0.0,248,78.74,1.0,0.0,0,39054.61,496
1234,46-55,Single,1,0,6,F,-0.23,275,86.38,1.0,-120.4,2,46038.76,533
1235,26-35,Married,2,0,1,M,-0.01,201,87.15,1.0,-3.56,1,23095.58,266
1236,18-25,Single,1,0,3,F,-0.07,590,105.37,1.1,-73.03,5,110318.04,1152
1237,36-45,Married,2,0,9,F,-0.03,500,79.47,1.0,-17.81,1,53724.66,678
1238,46-55,Married,4,2,5,M,-0.27,538,117.53,1.05,-311.31,6,137157.67,1225
1239,36-45,Single,1,0,6,M,-1.61,1114,136.89,1.05,-3748.52,163,318531.62,2432
1240,26-35,Married,5,3,5,F,-0.2,603,95.5,1.0,-190.38,7,89862.13,941
1241,70+,Married,2,0,7,F,-0.12,247,88.38,1.04,-44.52,2,33494.31,395
1242,46-55,Married,3,1,9,M,-2.7,134,119.71,1.03,-487.99,10,21667.37,187
1243,56-70,Married,2,0,5,M,-0.11,573,114.71,1.02,-89.05,1,94059.43,838
1244,36-45,Married,4,2,2,F,-0.03,143,89.13,1.0,-6.24,1,17291.43,194
1245,26-35,Single,1,0,7,F,0.0,328,70.68,1.07,0.0,0,59299.91,901
1246,26-35,Married,5,3,5,F,-0.52,791,119.62,1.0,-703.66,26,161487.69,1350
1247,56-70,Single,1,0,10,M,-0.18,491,77.3,1.0,-115.76,5,49860.08,645
1248,36-45,Married,3,1,4,F,-1.9,637,122.85,1.09,-1627.7,38,105407.55,937
1249,70+,Single,1,0,2,M,-0.81,292,85.56,1.03,-580.54,21,61002.33,737
1250,36-45,Married,5,3,8,M,-1.82,409,99.26,1.11,-1252.31,60,68192.36,765
1251,46-55,Married,3,1,2,M,-0.25,288,80.67,1.04,-89.04,5,28476.1,366
1252,26-35,Single,3,2,3,F,-0.16,1414,117.78,1.02,-376.96,11,286085.8,2482
1253,26-35,Married,3,1,2,M,-0.03,318,148.73,1.0,-12.47,1,72431.35,487
1254,26-35,Single,1,0,5,M,-0.08,499,123.91,1.03,-55.21,2,90327.51,749
1255,46-55,Single,1,0,5,F,0.0,312,55.61,1.0,0.0,0,59886.93,1077
1256,36-45,Single,1,0,4,F,-0.08,317,88.82,1.02,-35.62,1,39878.8,460
1257,46-55,Single,1,0,5,F,-1.76,738,106.12,1.0,-3774.69,172,227305.14,2142
1258,46-55,Single,1,0,1,M,-0.94,434,98.07,1.02,-697.25,24,72670.09,754
1259,46-55,Married,3,1,5,M,-0.33,717,115.99,1.08,-407.85,17,145225.36,1358
1260,56-70,Single,1,0,4,F,-0.79,360,107.7,1.0,-369.56,19,50080.68,465
1261,56-70,Married,2,0,5,M,-0.53,330,137.48,1.02,-210.16,6,54168.86,402
1262,46-55,Single,1,0,6,M,0.0,164,90.86,1.0,0.0,0,26168.07,288
1263,46-55,Married,2,0,3,F,-0.35,896,90.04,1.04,-618.72,18,157745.3,1830
1264,18-25,Single,1,0,3,M,-0.1,361,83.19,1.0,-39.18,2,34025.15,409
1265,46-55,Single,1,0,8,F,0.0,274,83.32,1.0,0.0,0,31660.61,380
1266,26-35,Married,2,0,8,M,-0.82,468,127.39,1.0,-846.28,38,131719.27,1034
1267,36-45,Married,2,0,5,M,-0.13,339,70.24,1.0,-80.14,2,41932.53,597
1268,46-55,Married,2,0,6,M,-0.03,767,78.55,1.07,-35.62,1,98265.36,1338
1269,46-55,Single,1,0,5,M,-0.05,408,96.57,1.0,-26.71,1,54272.55,562
1270,36-45,Single,2,1,4,M,-0.73,1080,97.34,1.0,-1593.57,40,212502.35,2188
1271,36-45,Married,5,3,7,F,-0.02,823,103.12,1.0,-35.62,1,158909.8,1541
1272,56-70,Single,1,0,5,F,-0.14,165,113.05,1.0,-35.62,1,28375.75,251
1273,26-35,Single,2,1,8,M,-1.45,530,125.44,1.05,-1110.38,31,95837.62,801
1274,26-35,Married,2,0,4,F,-0.04,356,92.0,1.0,-17.81,1,43146.28,469
1275,56-70,Married,2,0,4,M,-0.15,195,135.37,1.0,-35.62,1,33166.11,245
1276,36-45,Single,1,0,6,M,-0.7,446,96.63,1.01,-381.38,21,52855.71,551
1277,36-45,Married,5,3,6,F,0.0,104,153.49,1.1,0.0,0,21796.06,156
1278,46-55,Married,2,0,9,F,-0.24,237,123.37,1.07,-75.16,4,38736.7,337
1279,56-70,Single,1,0,4,M,-0.23,368,71.94,1.08,-117.19,2,37190.74,556
1280,46-55,Single,1,0,5,M,-0.27,229,78.95,1.0,-83.71,3,24632.85,312
1281,46-55,Married,2,0,4,F,-0.07,340,119.19,1.01,-28.14,1,50896.07,431
1282,46-55,Married,2,0,3,M,0.0,259,95.08,1.0,0.0,0,35845.88,377
1283,26-35,Single,3,2,3,M,-0.1,221,105.83,1.01,-26.71,1,29631.11,284
1284,36-45,Single,2,1,4,M,-0.08,537,129.76,1.03,-71.24,2,112113.2,887
1285,36-45,Married,2,0,6,M,-0.87,423,125.88,1.01,-605.61,26,87359.86,701
1286,36-45,Single,1,0,5,F,-0.04,276,78.93,1.0,-17.81,1,31808.69,405
1287,26-35,Married,2,0,5,M,0.0,202,99.05,1.0,0.0,0,24068.19,243
1288,26-35,Married,3,1,5,F,0.0,123,136.85,1.03,0.0,0,18200.7,137
1289,26-35,Single,1,0,6,F,-0.22,687,92.34,1.07,-195.91,5,81901.65,949
1290,36-45,Married,5,3,3,M,0.0,587,114.18,1.12,0.0,0,89060.43,873
1291,26-35,Single,1,0,5,M,-0.1,538,107.27,1.06,-103.3,7,110376.29,1091
1292,46-55,Married,2,0,2,F,-0.05,415,102.46,1.02,-35.62,2,80632.68,800
1293,26-35,Single,1,0,2,F,-0.03,242,121.69,1.02,-12.47,1,45024.12,378
1294,70+,Married,2,0,6,M,-0.55,319,116.22,1.0,-270.36,4,57063.85,491
1295,36-45,Married,2,0,4,F,-0.44,415,84.74,1.08,-239.18,8,46098.52,589
1296,26-35,Single,2,1,8,M,-0.13,461,123.04,1.04,-120.66,7,111839.33,943
1297,36-45,Single,1,0,5,M,0.0,283,101.11,1.0,0.0,0,35691.2,353
1298,26-35,Married,2,0,3,F,-0.36,786,85.82,1.01,-480.86,22,115422.0,1358
1299,56-70,Married,2,0,6,M,-0.14,263,94.59,1.0,-55.21,2,37930.26,401
1300,18-25,Single,1,0,5,F,-0.18,686,117.4,1.01,-160.28,5,106250.8,910
1301,36-45,Single,1,0,1,F,-0.52,419,105.61,1.0,-302.77,12,61150.7,579
1302,46-55,Single,1,0,3,M,-0.45,335,123.22,1.01,-206.85,11,56187.45,461
1303,56-70,Married,2,0,5,M,-0.56,472,85.7,1.01,-365.99,14,56133.77,662
1304,36-45,Single,1,0,2,M,-0.01,326,100.05,1.0,-5.34,1,38218.66,382
1305,46-55,Single,1,0,5,M,-0.43,715,95.56,1.02,-469.29,10,103108.51,1099
1306,46-55,Married,2,0,6,M,-0.03,237,109.74,1.0,-8.9,1,34350.05,313
1307,26-35,Married,2,0,4,F,-0.3,162,83.67,1.0,-65.89,4,18407.07,221
1308,46-55,Married,2,0,3,M,-0.25,512,101.44,1.05,-192.35,6,77095.46,798
1309,26-35,Married,3,1,7,M,-0.41,745,93.47,1.08,-708.84,23,162732.27,1877
1310,26-35,Married,3,1,8,F,-0.18,244,167.52,1.1,-57.88,3,55113.24,362
1311,26-35,Married,4,2,2,M,0.0,488,115.62,1.0,0.0,0,96770.69,839
1312,46-55,Married,5,3,3,M,-0.19,485,84.85,1.01,-295.65,11,133388.93,1590
1313,36-45,Married,3,1,4,F,0.0,137,113.71,1.0,0.0,0,19557.52,172
1314,46-55,Married,3,1,1,M,-0.27,473,95.34,1.11,-196.8,6,70262.81,820
1315,56-70,Single,1,0,2,F,-1.13,653,112.75,1.06,-1377.55,58,137671.22,1294
1316,56-70,Married,2,0,8,F,-0.08,367,121.99,1.0,-35.62,1,53189.52,438
1317,36-45,Married,2,0,4,F,-0.28,1164,103.77,1.03,-581.72,25,214704.6,2141
1318,46-55,Married,2,0,3,F,-0.07,419,103.67,1.0,-48.97,2,78060.16,755
1319,46-55,Single,1,0,7,M,-0.24,872,97.49,1.07,-355.01,11,145949.43,1607
1320,26-35,Single,1,0,4,F,-0.17,565,81.39,1.0,-173.94,4,85375.69,1049
1321,36-45,Married,3,1,1,M,-2.55,366,90.34,1.07,-1548.37,58,54835.72,648
1322,46-55,Married,2,0,5,F,0.0,353,89.57,1.0,0.0,0,40398.29,451
1323,46-55,Single,1,0,5,F,-0.14,561,66.75,1.02,-128.23,5,63080.75,960
1324,36-45,Married,5,3,2,M,-0.27,572,120.83,1.16,-272.43,6,123854.01,1193
1325,56-70,Single,1,0,10,M,-0.13,101,109.25,1.0,-17.22,2,14858.11,136
1326,46-55,Married,2,0,5,M,0.0,52,79.21,1.16,0.0,0,6257.57,92
1327,70+,Married,2,0,4,M,-0.71,359,91.07,1.01,-401.79,13,51818.83,574
1328,56-70,Married,2,0,10,M,-0.09,279,115.73,1.0,-39.18,2,50112.88,433
1329,36-45,Married,5,3,6,F,0.0,376,99.12,1.0,0.0,0,60464.96,610
1330,46-55,Married,2,0,4,F,-0.16,273,91.13,1.0,-62.33,3,34446.29,379
1331,46-55,Single,1,0,8,M,-0.05,225,93.16,1.0,-26.71,1,50400.75,541
1332,36-45,Married,2,0,8,M,-0.44,1254,122.0,1.03,-848.82,9,233147.45,1972
1333,46-55,Married,2,0,6,M,-8.39,336,125.32,1.05,-3928.63,132,58648.95,491
1334,46-55,Married,5,3,4,F,-0.61,632,97.05,1.01,-527.88,17,83757.24,873
1335,46-55,Married,2,0,1,F,-1.35,375,85.13,1.01,-887.18,37,56018.38,663
1336,36-45,Married,5,3,9,M,-2.31,1089,107.46,1.15,-5023.1,172,233194.4,2503
1337,36-45,Married,5,3,6,F,-0.14,1587,100.76,1.04,-397.14,15,283041.99,2920
1338,56-70,Married,2,0,4,F,-1.5,221,75.95,1.0,-494.76,11,24988.93,329
1339,56-70,Single,2,1,4,F,-1.19,599,111.17,1.09,-939.64,19,88048.23,865
1340,46-55,Married,2,0,6,M,-0.5,323,118.03,1.0,-341.35,10,80024.57,678
1341,26-35,Married,4,2,5,F,-1.42,681,75.74,1.14,-2073.35,79,110583.67,1662
1342,56-70,Married,3,1,4,M,-0.27,282,121.5,1.08,-89.05,2,40216.69,356
1343,26-35,Single,2,1,4,F,-0.1,810,88.3,1.05,-125.47,5,112057.7,1336
1344,26-35,Single,1,0,5,F,-2.41,576,122.18,1.01,-1705.08,66,86505.33,714
1345,46-55,Married,2,0,9,M,-0.13,565,102.09,1.0,-115.76,6,88208.84,864
1346,56-70,Married,2,0,7,M,0.0,624,128.61,1.04,0.0,0,132473.31,1070
1347,36-45,Single,1,0,4,F,-0.27,1015,108.19,1.0,-447.92,15,178946.27,1654
1348,70+,Single,1,0,2,M,0.0,473,86.99,1.07,0.0,0,55673.44,682
1349,26-35,Single,1,0,5,F,-1.43,362,102.12,1.0,-607.3,19,43501.18,426
1350,70+,Single,1,0,5,F,-0.19,646,101.81,1.02,-203.04,7,107006.82,1076
1351,70+,Married,2,0,3,M,-0.17,484,122.96,1.0,-115.4,3,83735.33,681
1352,26-35,Single,1,0,4,F,-0.01,750,98.79,1.0,-14.25,1,146108.82,1479
1353,46-55,Married,2,0,9,M,-0.22,252,130.02,1.01,-63.05,1,37314.46,290
1354,36-45,Married,5,3,6,F,-0.17,182,130.45,1.02,-35.62,1,26741.68,209
1355,26-35,Married,5,3,4,F,0.0,282,118.25,1.0,0.0,0,44816.27,379
1356,26-35,Married,3,1,6,F,-0.21,622,85.82,1.01,-222.62,9,91398.14,1080
1357,56-70,Married,4,2,4,F,-0.43,342,85.68,1.0,-328.58,16,65032.34,761
1358,26-35,Married,2,0,5,M,-1.2,159,151.16,1.24,-320.58,5,40358.58,331
1359,46-55,Married,2,0,4,F,-0.66,279,108.01,1.04,-243.28,4,39964.7,386
1360,46-55,Married,2,0,5,F,-0.33,660,77.2,1.05,-481.77,24,113253.47,1536
1361,26-35,Single,1,0,5,F,-1.86,348,74.53,1.14,-997.03,43,39949.64,610
1362,46-55,Married,5,3,9,M,0.0,197,91.43,1.03,0.0,0,28708.83,324
1363,46-55,Married,5,3,9,M,0.0,86,104.62,1.33,0.0,0,10984.98,140
1364,46-55,Single,1,0,6,F,-6.64,567,185.74,1.1,-7898.5,98,221033.28,1314
1365,36-45,Married,4,2,5,F,-0.9,384,84.04,1.0,-452.02,6,42103.36,501
1366,46-55,Single,1,0,5,M,0.0,362,84.3,1.0,0.0,0,48895.13,580
1367,36-45,Single,1,0,5,M,-1.05,576,92.34,1.0,-1378.28,43,120686.45,1307
1368,46-55,Married,2,0,5,M,-0.23,824,94.15,1.01,-376.98,8,151494.81,1622
1369,46-55,Single,1,0,7,M,-0.93,498,101.67,1.0,-815.32,41,89162.18,881
1370,26-35,Married,2,0,4,F,-0.14,315,120.16,1.01,-53.43,2,44337.56,372
1371,26-35,Married,2,0,5,M,-0.31,555,86.85,1.07,-250.76,4,70869.59,871
1372,36-45,Married,2,0,1,M,-0.09,718,89.7,1.02,-97.95,3,97328.79,1111
1373,46-55,Married,3,1,4,M,0.0,198,123.46,1.02,0.0,0,27407.47,227
1374,56-70,Married,3,1,7,F,0.0,143,128.97,1.0,0.0,0,19604.05,152
1375,46-55,Married,2,0,6,F,-0.06,339,91.34,1.0,-29.68,1,43751.62,479
1376,70+,Married,2,0,3,M,-0.33,295,104.39,1.16,-134.76,4,42801.17,476
1377,26-35,Single,1,0,5,F,0.0,699,116.14,1.06,0.0,0,110099.81,1007
1378,26-35,Married,4,2,8,M,-0.49,915,119.89,1.02,-828.13,26,201536.88,1720
1379,36-45,Single,1,0,3,F,-0.07,456,125.22,1.0,-54.33,4,97044.98,775
1380,26-35,Single,1,0,4,F,-0.19,231,153.12,1.0,-65.3,2,51908.7,339
1381,70+,Single,2,1,4,M,0.0,383,94.63,1.02,0.0,0,54698.66,592
1382,36-45,Married,4,2,5,M,-0.34,961,92.44,1.12,-535.48,12,146149.06,1764
1383,26-35,Married,2,0,5,M,-0.05,1438,116.44,1.02,-90.83,2,232754.09,2039
1384,56-70,Single,1,0,3,F,-0.18,742,105.2,1.05,-234.14,4,135494.46,1356
1385,36-45,Single,1,0,3,M,-0.73,713,91.61,1.03,-983.1,41,123765.43,1393
1386,18-25,Married,3,1,5,F,-0.41,590,84.52,1.06,-562.78,18,116552.16,1461
1387,46-55,Single,1,0,1,F,-0.67,1104,86.49,1.05,-1415.86,41,183797.39,2228
1388,46-55,Married,2,0,5,F,0.0,474,161.38,1.03,0.0,0,102796.18,657
1389,56-70,Married,2,0,4,M,-0.18,533,65.12,1.02,-146.92,4,52744.62,824
1390,26-35,Married,2,0,5,F,-0.13,344,97.93,1.01,-71.24,2,53372.18,553
1391,70+,Single,1,0,4,M,0.0,979,80.85,1.0,0.0,0,109149.37,1353
1392,36-45,Single,3,2,5,F,-0.07,1170,101.12,1.01,-155.83,6,229548.14,2285
1393,26-35,Married,5,3,4,M,0.0,751,101.24,1.12,0.0,0,106100.2,1172
1394,36-45,Single,1,0,3,M,0.0,322,96.22,1.0,0.0,0,35600.16,370
1395,46-55,Single,1,0,3,F,-0.11,258,109.58,1.04,-35.62,1,35394.05,337
1396,36-45,Married,5,3,8,F,-0.14,659,101.97,1.0,-138.92,5,98299.52,966
1397,26-35,Married,2,0,5,M,0.0,322,107.1,1.0,0.0,0,51623.2,482
1398,36-45,Single,1,0,2,F,-0.71,749,102.31,1.04,-669.65,16,97089.33,984
1399,70+,Single,1,0,4,F,0.0,442,89.73,1.0,0.0,0,61197.01,682
1400,46-55,Married,5,3,6,F,-1.22,437,110.73,1.01,-757.76,34,68985.68,629
1401,46-55,Single,1,0,3,M,-0.06,352,89.68,1.0,-35.62,1,56495.34,630
1402,18-25,Single,1,0,12,M,0.0,586,114.82,1.0,0.0,0,112413.46,979
1403,36-45,Married,3,1,4,F,0.0,471,110.57,1.02,0.0,0,72758.19,671
1404,46-55,Married,2,0,5,F,-0.44,1024,98.32,1.07,-807.66,29,181195.39,1964
1405,70+,Single,1,0,7,F,-0.01,683,123.96,1.06,-12.47,1,122848.21,1047
1406,46-55,Married,4,2,4,F,0.0,209,100.09,1.0,0.0,0,23220.8,232
1407,36-45,Married,2,0,11,F,-1.96,613,110.51,1.01,-1544.95,52,87082.01,794
1408,26-35,Single,1,0,9,M,-0.44,1033,99.63,1.07,-696.37,18,157110.37,1688
1409,70+,Married,2,0,1,M,-0.08,567,119.41,1.06,-83.71,4,122399.87,1085
1410,46-55,Married,3,1,10,F,-0.03,422,135.51,1.03,-14.25,1,69923.14,529
1411,46-55,Married,5,3,5,F,-0.22,495,93.77,1.07,-150.31,4,65356.71,744
1412,46-55,Single,1,0,5,F,-0.82,502,100.62,1.05,-751.28,35,92669.13,965
1413,18-25,Single,1,0,1,F,-0.48,363,79.93,1.0,-216.57,3,36368.68,455
1414,70+,Married,2,0,4,M,-0.42,270,100.42,1.01,-138.63,8,32938.16,332
1415,46-55,Married,2,0,7,M,-0.69,579,104.91,1.0,-712.58,13,108899.89,1040
1416,26-35,Married,2,0,2,F,-0.16,297,86.53,1.01,-56.99,3,31495.19,366
1417,46-55,Married,2,0,5,F,-0.13,309,111.26,1.0,-71.24,2,61306.78,551
1418,46-55,Single,1,0,5,M,-1.35,640,80.16,1.01,-1808.05,7,107419.88,1347
1419,46-55,Single,1,0,4,M,-0.02,487,81.41,1.01,-19.59,1,63903.72,795
1420,18-25,Single,1,0,4,M,-0.09,343,126.36,1.0,-35.62,1,52816.53,418
1421,36-45,Single,1,0,5,M,0.0,161,103.23,1.0,0.0,0,17239.23,167
1422,36-45,Single,1,0,6,M,-1.08,269,101.94,1.06,-387.9,6,36697.07,380
1423,36-45,Single,1,0,6,M,-0.19,288,100.16,1.0,-71.24,1,38461.79,384
1424,46-55,Married,4,2,5,M,-0.46,1009,89.97,1.05,-748.31,25,146650.32,1719
1425,18-25,Single,1,0,4,M,0.0,251,104.19,1.05,0.0,0,29588.84,298
1426,70+,Single,1,0,2,M,-0.33,219,115.58,1.0,-87.27,6,30167.22,261
1427,46-55,Single,1,0,3,F,-0.07,576,95.08,1.11,-85.49,4,124173.79,1450
1428,18-25,Single,1,0,4,M,-0.08,922,107.68,1.08,-174.54,7,233350.82,2345
1429,18-25,Married,2,0,4,F,-0.22,204,98.14,1.02,-71.24,1,31601.37,328
1430,26-35,Married,3,1,6,F,-0.05,921,85.41,1.0,-71.24,1,120602.43,1414
1431,46-55,Married,2,0,12,M,-0.1,1351,129.62,1.0,-233.31,9,316005.54,2443
1432,26-35,Single,1,0,4,F,0.0,960,114.59,1.02,0.0,0,180360.78,1607
1433,56-70,Married,2,0,4,M,-0.4,264,100.82,1.0,-190.56,10,47686.02,473
1434,26-35,Married,3,1,4,M,-0.09,898,75.01,1.0,-137.13,4,117017.63,1563
1435,26-35,Married,2,0,4,F,-0.09,209,102.49,1.0,-26.71,1,31670.25,309
1436,46-55,Single,1,0,6,M,-0.09,579,131.5,1.0,-65.3,2,98623.31,750
1437,18-25,Married,3,1,2,F,-1.13,356,89.95,1.0,-528.6,20,41914.54,466
1438,36-45,Married,2,0,11,M,-0.05,639,80.99,1.0,-62.33,2,95321.49,1177
1439,70+,Married,2,0,4,M,0.0,149,149.18,1.02,0.0,0,24017.46,164
1440,26-35,Married,2,0,5,F,-0.45,158,85.53,1.0,-89.05,2,16764.55,196
1441,36-45,Married,3,1,2,F,-1.23,960,129.4,1.02,-2311.12,75,243015.89,1914
1442,18-25,Single,1,0,12,M,-0.07,289,114.11,1.0,-35.62,1,54203.18,475
1443,56-70,Single,1,0,10,M,-0.6,157,88.03,1.0,-121.11,6,17781.84,202
1444,46-55,Married,2,0,12,M,-0.48,1680,121.41,1.02,-1367.8,13,342980.16,2870
1445,18-25,Married,2,0,2,M,0.0,141,123.6,1.04,0.0,0,20146.02,169
1446,46-55,Married,2,0,4,M,-0.18,351,106.56,1.01,-81.92,4,47526.32,449
1447,36-45,Married,2,0,6,F,-0.19,343,112.19,1.0,-76.58,3,45660.12,407
1448,56-70,Single,1,0,7,F,0.0,222,120.6,1.04,0.0,0,29788.93,256
1449,46-55,Single,4,2,3,M,-0.08,1241,85.22,1.04,-167.41,5,174794.57,2124
1450,36-45,Single,1,0,4,M,-0.12,1081,97.22,1.01,-226.19,4,181420.41,1880
1451,36-45,Married,2,0,8,F,-0.06,1385,92.61,1.0,-152.81,3,248194.38,2680
1452,70+,Married,2,0,5,F,-0.61,361,104.8,1.0,-317.9,18,54704.18,522
1453,46-55,Married,2,0,5,F,-0.07,610,99.42,1.0,-64.12,4,94344.86,952
1454,46-55,Married,2,0,5,M,-0.22,503,111.55,1.03,-194.13,6,98829.5,912
1455,36-45,Married,3,1,4,F,-0.23,358,82.35,1.01,-115.76,4,41502.75,508
1456,36-45,Married,4,2,5,F,-0.17,244,151.57,1.01,-53.43,2,46834.38,312
1457,46-55,Single,1,0,5,F,-0.87,694,115.24,1.01,-1069.44,46,141517.23,1237
1458,46-55,Married,3,1,6,F,-0.36,628,94.98,1.04,-424.05,12,111980.79,1230
1459,46-55,Married,2,0,5,F,-0.1,288,79.28,1.0,-40.25,2,32742.12,413
1460,46-55,Married,2,0,12,F,-0.11,1034,108.94,1.0,-224.05,6,215258.23,1976
1461,46-55,Married,2,0,8,M,-0.41,486,87.19,1.0,-424.75,17,90682.28,1043
1462,26-35,Married,2,0,5,F,0.0,146,124.91,1.01,0.0,0,20235.99,164
1463,36-45,Married,5,3,5,F,-0.53,1356,94.08,1.02,-1476.08,58,263427.89,2845
1464,18-25,Single,1,0,1,F,-0.03,1630,99.32,1.02,-71.24,2,260113.05,2667
1465,36-45,Married,2,0,5,F,0.0,233,83.79,1.0,0.0,0,27649.63,330
1466,46-55,Single,1,0,10,F,-0.11,2088,130.45,1.07,-393.89,16,449140.38,3672
1467,36-45,Married,2,0,5,F,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476
1468,56-70,Married,2,0,5,M,-1.15,403,70.92,1.02,-565.64,5,34822.13,499
1469,46-55,Married,2,0,12,M,-0.62,1037,145.12,1.01,-1114.18,8,260483.14,1811
1470,26-35,Single,1,0,5,F,-0.28,572,100.61,1.02,-218.17,6,78171.13,790
1471,46-55,Single,1,0,5,M,-3.15,679,118.77,1.12,-2758.89,95,104158.82,980
1472,36-45,Married,5,3,4,F,-1.14,797,83.67,1.07,-1531.84,64,112111.94,1429
1473,36-45,Single,1,0,5,F,-0.03,1198,111.55,1.0,-62.33,2,257009.56,2304
1474,46-55,Single,1,0,8,M,-0.23,409,79.45,1.0,-133.57,2,46477.43,585
1475,70+,Single,3,2,1,M,-0.06,1229,68.56,1.0,-253.49,9,270468.17,3945
1476,46-55,Married,5,3,8,M,-0.7,364,100.93,1.03,-302.4,7,43700.98,445
1477,46-55,Single,1,0,5,F,-0.06,926,79.14,1.0,-113.27,7,150911.69,1911
1478,56-70,Single,1,0,7,M,-1.36,291,115.73,1.38,-731.7,41,62376.54,744
1479,18-25,Single,1,0,5,M,-0.42,666,95.17,1.07,-404.29,15,90792.79,1022
1480,36-45,Married,2,0,9,F,-0.78,419,102.65,1.01,-415.69,8,54607.83,539
1481,46-55,Single,1,0,5,F,-0.09,644,102.68,1.01,-75.99,3,87794.71,862
1482,56-70,Single,1,0,4,F,-0.15,133,102.24,1.0,-35.62,1,24945.94,244
1483,46-55,Married,2,0,4,F,-0.34,274,124.62,1.05,-115.76,5,42370.44,358
1484,36-45,Married,5,3,3,F,-0.18,296,97.28,1.03,-67.68,4,36384.21,384
1485,46-55,Married,2,0,6,M,-0.34,1200,105.36,1.07,-986.91,28,307332.44,3116
1486,26-35,Single,3,2,3,M,0.0,434,105.77,1.08,0.0,0,84090.34,859
1487,26-35,Married,2,0,5,M,-0.2,503,84.77,1.0,-154.23,4,65527.38,773
1488,36-45,Married,3,1,3,M,-0.13,156,118.4,1.0,-35.62,1,31257.55,264
1489,46-55,Married,2,0,3,M,-0.4,327,85.42,1.06,-225.23,10,48004.42,596
1490,26-35,Single,1,0,5,F,-0.2,903,91.93,1.13,-320.58,4,145707.14,1796
